filename,contract,abi,bytecode
5296.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
5296.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
5296.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
3650.sol,3650.sol:AuthorityIssuer,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""issuer"", ""type"": ""address""}], ""name"": ""isIssuer"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""issuer"", ""type"": ""address""}, {""internalType"": ""bool"", ""name"": ""value"", ""type"": ""bool""}], ""name"": ""setRegisteredIssuer"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016100789190610211565b60405180910390fd5b6100908161011160201b60201c565b505f600190505b6003811161010b575f8190506001805f8373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f6101000a81548160ff02191690831515021790555050808061010390610260565b915050610097565b506102a7565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101fb826101d2565b9050919050565b61020b816101f1565b82525050565b5f6020820190506102245f830184610202565b92915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601160045260245ffd5b5f819050919050565b5f61026a82610257565b91507fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff820361029c5761029b61022a565b5b600182019050919050565b61052a806102b45f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c8063662a6a7914610059578063715018a614610075578063877b9a671461007f5780638da5cb5b146100af578063f2fde38b146100cd575b5f5ffd5b610073600480360381019061006e919061043b565b6100e9565b005b61007d610149565b005b61009960048036038101906100949190610479565b61015c565b6040516100a691906104b3565b60405180910390f35b6100b76101ae565b6040516100c491906104db565b60405180910390f35b6100e760048036038101906100e29190610479565b6101d5565b005b6100f1610259565b8060015f8473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f6101000a81548160ff0219169083151502179055505050565b610151610259565b61015a5f6102e0565b565b5f60015f8373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f9054906101000a900460ff169050919050565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b6101dd610259565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff160361024d575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161024491906104db565b60405180910390fd5b610256816102e0565b50565b6102616103a1565b73ffffffffffffffffffffffffffffffffffffffff1661027f6101ae565b73ffffffffffffffffffffffffffffffffffffffff16146102de576102a26103a1565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016102d591906104db565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6103d5826103ac565b9050919050565b6103e5816103cb565b81146103ef575f5ffd5b50565b5f81359050610400816103dc565b92915050565b5f8115159050919050565b61041a81610406565b8114610424575f5ffd5b50565b5f8135905061043581610411565b92915050565b5f5f60408385031215610451576104506103a8565b5b5f61045e858286016103f2565b925050602061046f85828601610427565b9150509250929050565b5f6020828403121561048e5761048d6103a8565b5b5f61049b848285016103f2565b91505092915050565b6104ad81610406565b82525050565b5f6020820190506104c65f8301846104a4565b92915050565b6104d5816103cb565b82525050565b5f6020820190506104ee5f8301846104cc565b9291505056fea26469706673582212206bcde8cdf2ed7641a7bdb1504c9d769d69e07e36b67643890c3716487a3725ac64736f6c634300081e0033
3650.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
3650.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
3650.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
6152.sol,6152.sol:AssetPrice,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""assetAddress"", ""type"": ""address""}], ""name"": ""isPriceValid"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""assetAddress"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""newPrice"", ""type"": ""uint256""}], ""name"": ""updatePrice"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161007891906102d4565b60405180910390fd5b610090816101d460201b60201c565b506040518060400160405280600181526020014281525060015f61011173ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f820151815f0155602082015181600101559050506040518060400160405280600181526020014281525060015f61022273ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f820151815f0155602082015181600101559050506040518060400160405280600181526020014281525060015f61033373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f820151815f0155602082015181600101559050506102ed565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6102be82610295565b9050919050565b6102ce816102b4565b82525050565b5f6020820190506102e75f8301846102c5565b92915050565b610715806102fa5f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c8063457972de14610059578063715018a6146100755780638ba4e33d1461007f5780638da5cb5b146100af578063f2fde38b146100cd575b5f5ffd5b610073600480360381019061006e919061052b565b6100e9565b005b61007d61017e565b005b61009960048036038101906100949190610569565b610191565b6040516100a691906105ae565b60405180910390f35b6100b76101f5565b6040516100c491906105d6565b60405180910390f35b6100e760048036038101906100e29190610569565b61021c565b005b6100f16102a0565b8060015f8473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f01819055504260015f8473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f20600101819055505050565b6101866102a0565b61018f5f610327565b565b5f5f6101e660015f8573ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f2060010154426103e890919063ffffffff16565b90506102588110915050919050565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b6102246102a0565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610294575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161028b91906105d6565b60405180910390fd5b61029d81610327565b50565b6102a8610431565b73ffffffffffffffffffffffffffffffffffffffff166102c66101f5565b73ffffffffffffffffffffffffffffffffffffffff1614610325576102e9610431565b6040517f118cdaa700000000000000000000000000000000000000000000000000000000815260040161031c91906105d6565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f61042983836040518060400160405280601e81526020017f536166654d6174683a207375627472616374696f6e206f766572666c6f770000815250610438565b905092915050565b5f33905090565b5f83831115829061047f576040517f08c379a0000000000000000000000000000000000000000000000000000000008152600401610476919061065f565b60405180910390fd5b505f838561048d91906106ac565b9050809150509392505050565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6104c78261049e565b9050919050565b6104d7816104bd565b81146104e1575f5ffd5b50565b5f813590506104f2816104ce565b92915050565b5f819050919050565b61050a816104f8565b8114610514575f5ffd5b50565b5f8135905061052581610501565b92915050565b5f5f604083850312156105415761054061049a565b5b5f61054e858286016104e4565b925050602061055f85828601610517565b9150509250929050565b5f6020828403121561057e5761057d61049a565b5b5f61058b848285016104e4565b91505092915050565b5f8115159050919050565b6105a881610594565b82525050565b5f6020820190506105c15f83018461059f565b92915050565b6105d0816104bd565b82525050565b5f6020820190506105e95f8301846105c7565b92915050565b5f81519050919050565b5f82825260208201905092915050565b8281835e5f83830152505050565b5f601f19601f8301169050919050565b5f610631826105ef565b61063b81856105f9565b935061064b818560208601610609565b61065481610617565b840191505092915050565b5f6020820190508181035f8301526106778184610627565b905092915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601160045260245ffd5b5f6106b6826104f8565b91506106c1836104f8565b92508282039050818111156106d9576106d861067f565b5b9291505056fea2646970667358221220ecc57a0a1790756774354f897fddfd0b01c3a93ba81b2fada3c90737c8aef9c764736f6c634300081e0033
6152.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
6152.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
6152.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
5314.sol,5314.sol:NonAccreditedLimitOverride,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""_beneficiary"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""_limit"", ""type"": ""uint256""}], ""name"": ""modifyNonAccreditedLimitOverride"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""name"": ""nonAccreditedLimitOverride"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161007891906101ff565b60405180910390fd5b610090816100ff60201b60201c565b505f600190505b600381116100f9575f8190506001805f8373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f20819055505080806100f19061024e565b915050610097565b50610295565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101e9826101c0565b9050919050565b6101f9816101df565b82525050565b5f6020820190506102125f8301846101f0565b92915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601160045260245ffd5b5f819050919050565b5f61025882610245565b91507fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff820361028a57610289610218565b5b600182019050919050565b61068f806102a25f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c8063715018a6146100595780638da5cb5b14610063578063abfb5b8114610081578063bce97dc21461009d578063f2fde38b146100cd575b5f5ffd5b6100616100e9565b005b61006b6100fc565b6040516100789190610448565b60405180910390f35b61009b600480360381019061009691906104c2565b610123565b005b6100b760048036038101906100b29190610500565b610221565b6040516100c4919061053a565b60405180910390f35b6100e760048036038101906100e29190610500565b610236565b005b6100f16102ba565b6100fa5f610341565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b61012b6102ba565b5f73ffffffffffffffffffffffffffffffffffffffff168273ffffffffffffffffffffffffffffffffffffffff1603610199576040517f08c379a0000000000000000000000000000000000000000000000000000000008152600401610190906105d3565b60405180910390fd5b5f81116101db576040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016101d29061063b565b60405180910390fd5b8060015f8473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f20819055505050565b6001602052805f5260405f205f915090505481565b61023e6102ba565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036102ae575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016102a59190610448565b60405180910390fd5b6102b781610341565b50565b6102c2610402565b73ffffffffffffffffffffffffffffffffffffffff166102e06100fc565b73ffffffffffffffffffffffffffffffffffffffff161461033f57610303610402565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016103369190610448565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61043282610409565b9050919050565b61044281610428565b82525050565b5f60208201905061045b5f830184610439565b92915050565b5f5ffd5b61046e81610428565b8114610478575f5ffd5b50565b5f8135905061048981610465565b92915050565b5f819050919050565b6104a18161048f565b81146104ab575f5ffd5b50565b5f813590506104bc81610498565b92915050565b5f5f604083850312156104d8576104d7610461565b5b5f6104e58582860161047b565b92505060206104f6858286016104ae565b9150509250929050565b5f6020828403121561051557610514610461565b5b5f6105228482850161047b565b91505092915050565b6105348161048f565b82525050565b5f60208201905061054d5f83018461052b565b92915050565b5f82825260208201905092915050565b7f43616e6e6f7420736574206c696d697420666f72207a65726f206164647265735f8201527f7300000000000000000000000000000000000000000000000000000000000000602082015250565b5f6105bd602183610553565b91506105c882610563565b604082019050919050565b5f6020820190508181035f8301526105ea816105b1565b9050919050565b7f4c696d69742063616e6e6f74206265207a65726f0000000000000000000000005f82015250565b5f610625601483610553565b9150610630826105f1565b602082019050919050565b5f6020820190508181035f83015261065281610619565b905091905056fea2646970667358221220ea92e1fc05596e4b9452b429fa225b66021f66af57127f33118407d50aed47cd64736f6c634300081e0033
5314.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
5314.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
5314.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
6399.sol,6399.sol:ERC1820ImplementerInterface,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}, {""internalType"": ""bytes32"", ""name"": ""interfaceHash"", ""type"": ""bytes32""}], ""name"": ""canImplementInterfaceForAddress"", ""outputs"": [{""internalType"": ""bytes32"", ""name"": """", ""type"": ""bytes32""}], ""stateMutability"": ""view"", ""type"": ""function""}]",
